item_id,worker_id,label,annotation_id,split
f6yki8,1,0,3320,test
f6yki8,3,0,3321,test
f6yki8,5,1,3322,test
fi7u568,3,0,3323,test
fi7u568,5,0,3324,test
fi7u568,1,0,3325,test
fi7vy2b,5,0,3326,train
fi7vy2b,1,0,3327,train
fi7vy2b,3,0,3328,train
fi8d1sl,1,0,3329,train
fi8d1sl,3,0,3330,train
fi8d1sl,5,0,3331,train
fi8dbnx,3,0,3332,test
fi8dbnx,5,0,3333,test
fi8dbnx,1,0,3334,test
fi7z019,5,0,3335,train
fi7z019,1,0,3336,train
fi7z019,3,0,3337,train
fi85eff,1,0,3338,train
fi85eff,3,0,3339,train
fi85eff,5,0,3340,train
fi86cbc,1,0,3341,train
fi86cbc,5,0,3342,train
fi86cbc,3,0,3343,train
fi8c9qd,1,0,3344,train
fi8c9qd,5,0,3345,train
fi8c9qd,3,0,3346,train
fi87ypc,5,0,3347,train
fi87ypc,1,0,3348,train
fi87ypc,3,0,3349,train
fi86psc,3,0,3350,test
fi86psc,1,0,3351,test
fi86psc,5,0,3352,test
fi8aq9u,1,0,3356,train
fi8aq9u,3,0,3357,train
fi8aq9u,5,0,3358,train
fi8d6ne,3,0,3359,train
fi8d6ne,5,0,3360,train
fi8d6ne,1,0,3361,train
fi8bb7x,1,0,3362,train
fi8bb7x,5,0,3363,train
fi8bb7x,3,0,3364,train
f80f3f,1,1,3365,train
f80f3f,5,1,3366,train
f80f3f,3,1,3367,train
fihq00o,1,1,3368,train
fihq00o,3,1,3369,train
fihq00o,1,1,3370,train
fihq00o,1,1,3371,train
fihq00o,5,1,3372,train
fihv4jz,1,1,3373,train
fihv4jz,3,0,3374,train
fihv4jz,5,0,3375,train
fiibtp5,5,0,3376,train
fiibtp5,1,0,3377,train
fiibtp5,3,0,3378,train
fiiji6u,3,1,3379,train
fiiji6u,1,0,3380,train
fiiji6u,5,1,3381,train
fiiq9bj,1,0,3382,train
fiiq9bj,3,0,3383,train
fiiq9bj,5,0,3384,train
fiiqzxm,1,1,3385,test
fiiqzxm,5,1,3386,test
fiiqzxm,3,1,3387,test
fiive5e,1,0,3388,test
fiive5e,3,0,3389,test
fiive5e,5,0,3390,test
fii5401,3,0,3391,train
fii5401,5,0,3392,train
fii5401,1,0,3393,train
fiif34g,1,1,3394,test
fiif34g,5,1,3395,test
fiif34g,3,1,3396,test
fiik3c5,3,0,3397,train
fiik3c5,5,0,3398,train
fiik3c5,1,0,3399,train
fiiswbx,5,1,3400,train
fiiswbx,1,1,3401,train
fiiswbx,3,1,3402,train
fiinjw6,3,0,3403,train
fiinjw6,1,0,3404,train
fiinjw6,5,0,3405,train
fiirlo9,5,0,3406,test
fiirlo9,1,0,3407,test
fiirlo9,3,0,3408,test
fiix6qy,3,1,3409,train
fiix6qy,5,0,3410,train
fiix6qy,1,1,3411,train
f70v05,5,0,3412,train
f70v05,3,0,3413,train
f70v05,1,0,3414,train
fi8dme3,1,0,3415,train
fi8dme3,5,0,3416,train
fi8dme3,3,0,3417,train
fi8mg7i,5,0,3418,train
fi8mg7i,3,0,3419,train
fi8mg7i,1,0,3420,train
fi8pszv,5,0,3421,train
fi8pszv,3,0,3422,train
fi8pszv,1,0,3423,train
fi8zz6u,5,0,3424,train
fi8zz6u,3,0,3425,train
fi8zz6u,1,0,3426,train
fi8fthx,1,0,3427,train
fi8fthx,3,0,3428,train
fi8fthx,5,0,3429,train
fi8mw78,5,0,3430,train
fi8mw78,1,0,3431,train
fi8mw78,3,0,3432,train
fi8qpsk,5,0,3433,test
fi8qpsk,3,0,3434,test
fi8qpsk,1,0,3435,test
fi905mb,5,0,3436,train
fi905mb,1,0,3437,train
fi905mb,3,0,3438,train
fi91s4x,3,0,3439,train
fi91s4x,5,0,3440,train
fi91s4x,1,0,3441,train
fi8nxq8,3,0,3442,train
fi8nxq8,5,0,3443,train
fi8nxq8,1,0,3444,train
fi90gep,3,0,3445,train
fi90gep,1,0,3446,train
fi90gep,5,0,3447,train
fi8z0n1,3,0,3448,train
fi8z0n1,5,0,3449,train
fi8z0n1,1,0,3450,train
fi910j3,3,0,3451,train
fi910j3,1,0,3452,train
fi910j3,5,0,3453,train
fi91h3u,3,0,3454,train
fi91h3u,5,0,3455,train
fi91h3u,1,0,3456,train
f9dzvf,1,0,3457,train
f9dzvf,6,0,3458,train
f9dzvf,3,0,3459,train
firef1l,1,1,3460,train
firef1l,3,0,3461,train
firef1l,6,1,3462,train
firf5xp,1,0,3463,train
firf5xp,6,0,3464,train
firf5xp,3,0,3465,train
firh5x7,3,0,3466,train
firh5x7,1,0,3467,train
firh5x7,6,0,3468,train
firyorv,3,0,3469,train
firyorv,1,0,3470,train
firyorv,6,0,3471,train
firiqmm,6,1,3472,train
firiqmm,3,0,3473,train
firiqmm,1,1,3474,train
fis2yq9,6,0,3475,train
fis2yq9,1,0,3476,train
fis2yq9,3,0,3477,train
firjs4h,1,0,3478,train
firjs4h,6,1,3479,train
firjs4h,3,0,3480,train
firjs4h,3,1,3481,train
firkccb,1,0,3482,train
firkccb,3,1,3483,train
firkccb,6,0,3484,train
fisdhy3,1,0,3485,train
fisdhy3,6,0,3486,train
fisdhy3,3,0,3487,train
firk5pm,1,1,3488,train
firk5pm,3,0,3489,train
firk5pm,6,1,3490,train
fis0c1v,3,1,3491,train
fis0c1v,6,1,3492,train
fis0c1v,1,1,3493,train
fisz59z,3,0,3494,train
fisz59z,6,0,3495,train
fisz59z,1,1,3496,train
fism68u,1,0,3497,test
fism68u,6,0,3498,test
fism68u,3,0,3499,test
fisz4h3,3,0,3500,test
fisz4h3,6,1,3501,test
fisz4h3,1,1,3502,test
fanl7x,1,0,3503,train
fanl7x,3,0,3504,train
fanl7x,6,0,3505,train
fizs2zy,1,0,3506,train
fizs2zy,6,0,3507,train
fizs2zy,3,0,3508,train
fj2brhy,3,1,3509,test
fj2brhy,1,1,3510,test
fj2brhy,6,0,3511,test
fj607p5,1,0,3512,train
fj607p5,6,0,3513,train
fj607p5,3,0,3514,train
fizvwcb,1,0,3515,train
fizvwcb,6,0,3516,train
fizvwcb,3,0,3517,train
fj4oopo,6,1,3518,test
fj4oopo,1,1,3519,test
fj4oopo,1,1,3520,test
fj4oopo,3,1,3521,test
fj4oopo,3,1,3522,test
fj2bnl7,6,0,3523,train
fj2bnl7,1,0,3524,train
fj2bnl7,3,0,3525,train
fj478i9,1,0,3526,train
fj478i9,6,0,3527,train
fj478i9,3,0,3528,train
fj60334,6,0,3529,train
fj60334,1,0,3530,train
fj60334,3,0,3531,train
fj6otlz,3,0,3532,train
fj6otlz,1,0,3533,train
fj6otlz,6,0,3534,train
fcepg7,3,0,3535,train
fcepg7,6,0,3536,train
fcepg7,1,0,3537,train
fjac703,1,0,3541,train
fjac703,3,0,3542,train
fjac703,6,0,3543,train
fjagbz0,1,0,3544,train
fjagbz0,6,0,3545,train
fjagbz0,3,0,3546,train
fjagv6o,1,0,3547,train
fjagv6o,3,0,3548,train
fjagv6o,6,0,3549,train
fjahtmn,1,0,3550,train
fjahtmn,3,0,3551,train
fjahtmn,6,0,3552,train
fjagvuj,6,0,3556,train
fjagvuj,1,0,3557,train
fjagvuj,3,0,3558,train
fjah895,1,0,3559,train
fjah895,6,0,3560,train
fjah895,3,0,3561,train
fjai1ue,1,0,3562,train
fjai1ue,6,0,3563,train
fjai1ue,3,0,3564,train
fjai53n,6,0,3565,test
fjai53n,3,0,3566,test
fjai53n,1,0,3567,test
fjaicfm,1,0,3568,train
fjaicfm,6,0,3569,train
fjaicfm,3,0,3570,train
fjajm0z,6,0,3571,train
fjajm0z,1,0,3572,train
fjajm0z,3,0,3573,train
fjajukf,3,0,3574,train
fjajukf,6,0,3575,train
fjajukf,1,0,3576,train
fjajv5h,3,0,3577,train
fjajv5h,6,0,3578,train
fjajv5h,1,0,3579,train
f958s2,3,0,3580,train
f958s2,1,0,3581,train
f958s2,6,0,3582,train
fiplsz2,1,0,3583,train
fiplsz2,6,0,3584,train
fiplsz2,3,1,3585,train
fipr6eq,6,1,3586,train
fipr6eq,1,1,3587,train
fipr6eq,1,1,3588,train
fipr6eq,3,1,3589,train
fipr6eq,3,1,3590,train
fipr6eq,6,1,3591,train
fipr6eq,3,1,3592,train
fipr6eq,1,1,3593,train
fiqdcle,1,0,3594,train
fiqdcle,6,0,3595,train
fiqdcle,3,0,3596,train
fiql51n,1,0,3597,train
fiql51n,3,0,3598,train
fiql51n,6,0,3599,train
fiql7lj,6,0,3600,test
fiql7lj,3,0,3601,test
fiql7lj,1,0,3602,test
fiql9fl,1,0,3603,train
fiql9fl,6,0,3604,train
fiql9fl,3,0,3605,train
fiprjli,1,0,3606,train
fiprjli,6,0,3607,train
fiprjli,3,0,3608,train
fipt6p4,6,0,3609,test
fipt6p4,1,0,3610,test
fipt6p4,3,1,3611,test
fipym6o,1,0,3612,train
fipym6o,3,0,3613,train
fipym6o,6,0,3614,train
fiqb9q8,3,0,3615,train
fiqb9q8,1,0,3616,train
fiqb9q8,6,0,3617,train
fiqlctv,1,0,3618,train
fiqlctv,3,0,3619,train
fiqlctv,6,0,3620,train
firgsh4,3,0,3621,train
firgsh4,6,0,3622,train
firgsh4,1,0,3623,train
firrjuy,6,0,3624,train
firrjuy,3,0,3625,train
firrjuy,1,0,3626,train
firtmuv,3,0,3627,train
firtmuv,6,0,3628,train
firtmuv,1,0,3629,train
fcc7r0,6,0,3630,train
fcc7r0,3,0,3631,train
fcc7r0,1,0,3632,train
fj9pznx,1,0,3633,train
fj9pznx,6,0,3634,train
fj9pznx,3,0,3635,train
fjbxi9c,3,0,3636,train
fjbxi9c,6,1,3637,train
fjbxi9c,1,0,3638,train
fcg2zv,1,0,3639,train
fcg2zv,6,0,3640,train
fcg2zv,3,0,3641,train
fjaftmy,6,0,3642,train
fjaftmy,3,0,3643,train
fjaftmy,1,1,3644,train
fjag32k,1,1,3645,train
fjag32k,6,1,3646,train
fjag32k,3,1,3647,train
fjagwjk,1,0,3648,train
fjagwjk,3,1,3649,train
fjagwjk,6,0,3650,train
fjaowuw,3,1,3651,train
fjaowuw,1,1,3652,train
fjaowuw,6,0,3653,train
fjahbcd,3,0,3654,test
fjahbcd,1,0,3655,test
fjahbcd,6,0,3656,test
fjaht64,1,0,3657,train
fjaht64,3,0,3658,train
fjaht64,6,0,3659,train
fjaor8u,6,0,3660,train
fjaor8u,1,1,3661,train
fjaor8u,3,0,3662,train
fjaii00,1,0,3663,train
fjaii00,6,0,3664,train
fjaii00,3,0,3665,train
fjal1lm,6,0,3666,train
fjal1lm,1,0,3667,train
fjal1lm,3,0,3668,train
fjam6q9,3,0,3669,train
fjam6q9,6,0,3670,train
fjam6q9,1,0,3671,train
fjanidi,1,1,3672,train
fjanidi,6,0,3673,train
fjanidi,3,0,3674,train
fjanwoh,1,1,3675,train
fjanwoh,3,1,3676,train
fjanwoh,1,1,3677,train
fjanwoh,6,1,3678,train
fjaooqo,1,0,3679,train
fjaooqo,6,0,3680,train
fjaooqo,3,0,3681,train
fjaorp6,3,0,3682,train
fjaorp6,6,0,3683,train
fjaorp6,1,0,3684,train
f9vl64,3,0,3685,train
f9vl64,1,0,3686,train
f9vl64,6,0,3687,train
fiu3frz,6,0,3688,train
fiu3frz,1,1,3689,train
fiu3frz,3,0,3690,train
fiv7jzy,3,0,3691,train
fiv7jzy,1,0,3692,train
fiv7jzy,6,0,3693,train
fiu7brp,3,0,3694,train
fiu7brp,1,0,3695,train
fiu7brp,6,0,3696,train
fivuuok,3,0,3697,train
fivuuok,1,0,3698,train
fivuuok,6,0,3699,train
fiuyiss,1,0,3700,train
fiuyiss,6,0,3701,train
fiuyiss,3,0,3702,train
fivbxpp,6,0,3703,train
fivbxpp,3,0,3704,train
fivbxpp,1,0,3705,train
fivuajw,1,0,3706,train
fivuajw,6,0,3707,train
fivuajw,3,0,3708,train
fiuyx23,3,0,3709,test
fiuyx23,6,0,3710,test
fiuyx23,1,0,3711,test
fiv5s7z,1,0,3712,train
fiv5s7z,3,0,3713,train
fiv5s7z,6,0,3714,train
fivclvf,1,0,3715,train
fivclvf,3,0,3716,train
fivclvf,6,0,3717,train
fivj1t4,1,0,3718,train
fivj1t4,6,0,3719,train
fivj1t4,3,0,3720,train
fivjz8v,1,0,3721,train
fivjz8v,6,0,3722,train
fivjz8v,3,0,3723,train
fivm8at,1,0,3724,train
fivm8at,3,0,3725,train
fivm8at,6,0,3726,train
fivt4i0,6,0,3727,train
fivt4i0,3,0,3728,train
fivt4i0,1,0,3729,train
fb72fe,6,0,3730,train
fb72fe,3,1,3731,train
fb72fe,1,1,3732,train
fj2pofw,6,0,3733,train
fj2pofw,3,0,3734,train
fj2pofw,1,0,3735,train
fj30g39,6,0,3736,train
fj30g39,1,0,3737,train
fj30g39,3,0,3738,train
fj37i6t,6,0,3739,train
fj37i6t,3,0,3740,train
fj37i6t,1,0,3741,train
fj3b0a6,1,0,3742,train
fj3b0a6,6,0,3743,train
fj3b0a6,3,0,3744,train
fj2ttsq,1,0,3748,train
fj2ttsq,6,0,3749,train
fj2ttsq,3,0,3750,train
fj2vcvn,3,0,3751,train
fj2vcvn,6,0,3752,train
fj2vcvn,1,0,3753,train
fj2zrau,3,0,3754,train
fj2zrau,1,0,3755,train
fj2zrau,6,0,3756,train
fj35zjj,3,0,3757,train
fj35zjj,1,0,3758,train
fj35zjj,6,0,3759,train
fj3apj0,6,0,3760,train
fj3apj0,1,0,3761,train
fj3apj0,3,0,3762,train
fj3bj2d,1,0,3763,test
fj3bj2d,3,0,3764,test
fj3bj2d,6,0,3765,test
fj3bmjy,6,0,3766,train
fj3bmjy,3,0,3767,train
fj3bmjy,1,0,3768,train
fj3bigf,1,0,3769,train
fj3bigf,3,0,3770,train
fj3bigf,6,0,3771,train
fj3c0me,6,0,3772,train
fj3c0me,3,0,3773,train
fj3c0me,1,0,3774,train
fbi9d4,1,0,3775,train
fbi9d4,6,0,3776,train
fbi9d4,3,0,3777,train
fj4gk7h,3,0,3778,test
fj4gk7h,1,0,3779,test
fj4gk7h,6,0,3780,test
fj4i6ap,6,0,3781,train
fj4i6ap,3,0,3782,train
fj4i6ap,1,0,3783,train
fj4me7w,3,0,3784,train
fj4me7w,6,0,3785,train
fj4me7w,1,0,3786,train
fj58w6r,1,0,3787,train
fj58w6r,3,0,3788,train
fj58w6r,6,0,3789,train
fj4pfyk,6,0,3790,train
fj4pfyk,1,0,3791,train
fj4pfyk,3,0,3792,train
fj554zg,3,0,3793,train
fj554zg,1,0,3794,train
fj554zg,6,0,3795,train
fj5vcqc,6,0,3796,train
fj5vcqc,1,0,3797,train
fj5vcqc,3,0,3798,train
fj5ad0x,6,0,3799,train
fj5ad0x,3,0,3800,train
fj5ad0x,1,0,3801,train
fj615oc,3,0,3802,train
fj615oc,1,0,3803,train
fj615oc,6,0,3804,train
fj67ohi,3,0,3805,train
fj67ohi,6,0,3806,train
fj67ohi,1,0,3807,train
fj68dqp,3,0,3808,train
fj68dqp,6,0,3809,train
fj68dqp,1,0,3810,train
fb5wiv,1,0,3811,train
fb5wiv,6,1,3812,train
fb5wiv,3,0,3813,train
fj2hfcs,1,0,3814,train
fj2hfcs,3,0,3815,train
fj2hfcs,6,1,3816,train
fj3hzuu,3,0,3817,train
fj3hzuu,6,1,3818,train
fj3hzuu,1,0,3819,train
fj2mi15,3,0,3820,train
fj2mi15,6,0,3821,train
fj2mi15,1,0,3822,train
fj2o14m,1,1,3823,test
fj2o14m,6,1,3824,test
fj2o14m,3,1,3825,test
fj3vunt,3,1,3826,train
fj3vunt,1,1,3827,train
fj3vunt,6,0,3828,train
fj4mrnm,1,0,3829,test
fj4mrnm,3,0,3830,test
fj4mrnm,6,0,3831,test
fj43exn,3,1,3832,test
fj43exn,6,1,3833,test
fj43exn,1,1,3834,test
fj4bheu,1,0,3835,train
fj4bheu,6,0,3836,train
fj4bheu,3,0,3837,train
fj53ryp,3,1,3838,train
fj53ryp,6,1,3839,train
fj53ryp,1,1,3840,train
fj53ryp,6,1,3841,train
fj4i479,6,1,3842,train
fj4i479,3,0,3843,train
fj4i479,1,1,3844,train
fj4mqqq,1,0,3845,train
fj4mqqq,3,0,3846,train
fj4mqqq,6,0,3847,train
f9dv1u,3,0,3848,train
f9dv1u,6,0,3849,train
f9dv1u,1,0,3850,train
fiqva17,1,0,3854,test
fiqva17,6,0,3855,test
fiqva17,3,0,3856,test
fiqz1uo,6,0,3857,train
fiqz1uo,3,0,3858,train
fiqz1uo,1,0,3859,train
fiqzugf,3,0,3860,train
fiqzugf,6,0,3861,train
fiqzugf,1,0,3862,train
fiqx4xy,6,0,3863,train
fiqx4xy,3,0,3864,train
fiqx4xy,1,0,3865,train
fir18cx,3,0,3866,train
fir18cx,1,0,3867,train
fir18cx,6,0,3868,train
fir1mpf,6,0,3869,train
fir1mpf,1,0,3870,train
fir1mpf,3,0,3871,train
fir1s68,1,0,3872,train
fir1s68,3,0,3873,train
fir1s68,6,0,3874,train
fiqxrt2,6,0,3875,train
fiqxrt2,1,0,3876,train
fiqxrt2,3,0,3877,train
fiqzbe7,6,0,3878,train
fiqzbe7,3,0,3879,train
fiqzbe7,1,0,3880,train
fir1ab1,3,0,3881,train
fir1ab1,1,0,3882,train
fir1ab1,6,0,3883,train
fir1nn9,1,0,3884,train
fir1nn9,3,0,3885,train
fir1nn9,6,0,3886,train
fir1uzv,6,0,3887,test
fir1uzv,3,0,3888,test
fir1uzv,1,0,3889,test
fir5528,1,0,3890,train
fir5528,3,0,3891,train
fir5528,6,0,3892,train
fa2msa,1,0,3893,train
fa2msa,3,0,3894,train
fa2msa,6,0,3895,train
fivi1gc,1,0,3896,train
fivi1gc,3,0,3897,train
fivi1gc,6,0,3898,train
fivo4gd,3,0,3899,train
fivo4gd,1,0,3900,train
fivo4gd,6,0,3901,train
fiwdca0,6,0,3902,train
fiwdca0,1,0,3903,train
fiwdca0,3,0,3904,train
fivrnb2,6,0,3905,train
fivrnb2,1,0,3906,train
fivrnb2,3,0,3907,train
fivrxxr,6,0,3908,train
fivrxxr,3,0,3909,train
fivrxxr,1,0,3910,train
fivt0wm,6,0,3911,test
fivt0wm,1,0,3912,test
fivt0wm,3,0,3913,test
fivt1fy,3,0,3914,train
fivt1fy,1,0,3915,train
fivt1fy,6,0,3916,train
fivwhfe,6,0,3917,train
fivwhfe,3,0,3918,train
fivwhfe,1,0,3919,train
fiwb9ry,6,1,3920,train
fiwb9ry,3,0,3921,train
fiwb9ry,1,0,3922,train
fiwdhay,1,0,3923,test
fiwdhay,6,0,3924,test
fiwdhay,3,0,3925,test
fiww0px,1,0,3926,test
fiww0px,3,0,3927,test
fiww0px,6,0,3928,test
fiwnx1y,3,1,3929,train
fiwnx1y,1,1,3930,train
fiwnx1y,6,1,3931,train
fiwtsjk,1,0,3932,train
fiwtsjk,3,0,3933,train
fiwtsjk,6,0,3934,train
fiwutxu,6,1,3935,train
fiwutxu,3,1,3936,train
fiwutxu,1,1,3937,train
fal2r6,1,0,3938,train
fal2r6,3,0,3939,train
fal2r6,6,0,3940,train
fiythnw,1,0,3941,train
fiythnw,6,0,3942,train
fiythnw,3,0,3943,train
fiytw2l,3,0,3944,train
fiytw2l,1,0,3945,train
fiytw2l,6,0,3946,train
fiyvivg,1,0,3947,test
fiyvivg,3,0,3948,test
fiyvivg,6,0,3949,test
fiyvued,1,0,3950,train
fiyvued,3,0,3951,train
fiyvued,6,0,3952,train
fiyyt63,6,0,3953,train
fiyyt63,3,0,3954,train
fiyyt63,1,0,3955,train
fizqx0r,1,0,3956,train
fizqx0r,3,0,3957,train
fizqx0r,6,0,3958,train
fizwism,1,0,3959,train
fizwism,3,0,3960,train
fizwism,6,0,3961,train
fizxete,6,0,3962,train
fizxete,3,0,3963,train
fizxete,1,0,3964,train
fizxu7g,1,0,3965,train
fizxu7g,3,0,3966,train
fizxu7g,6,0,3967,train
fizy1v3,6,0,3968,test
fizy1v3,1,0,3969,test
fizy1v3,3,0,3970,test
fizy6ke,1,0,3971,train
fizy6ke,6,0,3972,train
fizy6ke,3,0,3973,train
fizweh3,3,0,3974,train
fizweh3,1,0,3975,train
fizweh3,6,0,3976,train
fizwlfg,3,0,3977,train
fizwlfg,6,0,3978,train
fizwlfg,1,0,3979,train
fizuavh,6,0,3980,train
fizuavh,1,0,3981,train
fizuavh,3,0,3982,train
fbttvh,3,0,3983,train
fbttvh,6,0,3984,train
fbttvh,1,0,3985,train
fj6qgve,1,0,3986,train
fj6qgve,6,0,3987,train
fj6qgve,3,0,3988,train
fj7fnsf,1,0,3989,train
fj7fnsf,6,0,3990,train
fj7fnsf,3,0,3991,train
fj6s0fo,3,1,3992,train
fj6s0fo,6,0,3993,train
fj6s0fo,1,1,3994,train
fj6sf5b,1,0,3995,train
fj6sf5b,6,1,3996,train
fj6sf5b,3,0,3997,train
fj6vcmh,3,0,3998,train
fj6vcmh,6,0,3999,train
fj6vcmh,1,0,4000,train
fj6xxa8,6,1,4001,test
fj6xxa8,3,0,4002,test
fj6xxa8,1,1,4003,test
fj6zbui,3,0,4004,train
fj6zbui,1,0,4005,train
fj6zbui,6,0,4006,train
fj73qmd,1,0,4007,train
fj73qmd,3,0,4008,train
fj73qmd,6,0,4009,train
fj76bz9,1,0,4010,train
fj76bz9,6,0,4011,train
fj76bz9,3,0,4012,train
fj710h9,1,0,4013,test
fj710h9,3,0,4014,test
fj710h9,6,0,4015,test
fj760ec,6,0,4016,test
fj760ec,1,0,4017,test
fj760ec,3,0,4018,test
fj7b4v6,1,0,4019,train
fj7b4v6,6,0,4020,train
fj7b4v6,3,0,4021,train
fj7ch32,3,0,4022,train
fj7ch32,6,0,4023,train
fj7ch32,1,0,4024,train
fj7cl83,6,0,4025,train
fj7cl83,3,0,4026,train
fj7cl83,1,0,4027,train
fayeye,3,0,4028,train
fayeye,6,0,4029,train
fayeye,1,0,4030,train
fj11ynx,1,0,4031,train
fj11ynx,6,0,4032,train
fj11ynx,3,0,4033,train
fj12ybo,3,0,4034,train
fj12ybo,6,0,4035,train
fj12ybo,1,0,4036,train
fj14w1l,6,0,4037,train
fj14w1l,1,0,4038,train
fj14w1l,3,0,4039,train
fj1ft5o,3,0,4040,test
fj1ft5o,1,0,4041,test
fj1ft5o,6,0,4042,test
fj17kcf,1,0,4043,train
fj17kcf,6,0,4044,train
fj17kcf,3,0,4045,train
fj1ig0i,1,0,4046,train
fj1ig0i,6,0,4047,train
fj1ig0i,3,0,4048,train
fj1jj73,3,0,4049,train
fj1jj73,6,0,4050,train
fj1jj73,1,0,4051,train
fj1jm9s,1,0,4052,train
fj1jm9s,3,0,4053,train
fj1jm9s,6,0,4054,train
fj1o431,3,0,4055,test
fj1o431,1,0,4056,test
fj1o431,6,0,4057,test
fj1oz4x,6,0,4058,train
fj1oz4x,3,0,4059,train
fj1oz4x,1,0,4060,train
fj1p9fs,6,0,4061,train
fj1p9fs,1,0,4062,train
fj1p9fs,3,0,4063,train
fj1pymw,3,0,4064,test
fj1pymw,6,0,4065,test
fj1pymw,1,0,4066,test
fj1qycl,6,0,4067,test
fj1qycl,1,0,4068,test
fj1qycl,3,1,4069,test
fj1qyfc,1,0,4070,test
fj1qyfc,6,0,4071,test
fj1qyfc,3,0,4072,test
f9bd9q,3,0,4073,train
f9bd9q,6,0,4074,train
f9bd9q,1,0,4075,train
fisxtej,1,1,4079,train
fisxtej,3,1,4080,train
fisxtej,6,1,4081,train
fiwwdef,1,0,4082,test
fiwwdef,3,0,4083,test
fiwwdef,6,0,4084,test
fiyy5wi,1,0,4085,train
fiyy5wi,3,0,4086,train
fiyy5wi,6,0,4087,train
fj8pj44,3,0,4088,train
fj8pj44,6,0,4089,train
fj8pj44,1,0,4090,train
fbmf7x,6,0,4091,train
fbmf7x,1,0,4092,train
fbmf7x,3,0,4093,train
fj563a9,1,0,4094,train
fj563a9,3,0,4095,train
fj563a9,6,0,4096,train
fj7kndf,3,0,4097,train
fj7kndf,6,0,4098,train
fj7kndf,1,0,4099,train
fj7lbrl,6,0,4100,test
fj7lbrl,1,0,4101,test
fj7lbrl,3,0,4102,test
fj97a4l,3,0,4103,train
fj97a4l,6,0,4104,train
fj97a4l,1,0,4105,train
fai0vw,6,0,4106,train
fai0vw,3,0,4107,train
fai0vw,1,0,4108,train
fiy7n7m,3,0,4109,train
fiy7n7m,1,0,4110,train
fiy7n7m,6,0,4111,train
fiy8hc1,6,0,4112,test
fiy8hc1,1,0,4113,test
fiy8hc1,3,0,4114,test
fiyb00h,6,0,4115,train
fiyb00h,3,0,4116,train
fiyb00h,1,0,4117,train
fiybqk0,6,0,4118,train
fiybqk0,3,0,4119,train
fiybqk0,1,0,4120,train
fiycczs,1,0,4121,train
fiycczs,6,0,4122,train
fiycczs,3,0,4123,train
fiydevw,1,0,4124,train
fiydevw,6,0,4125,train
fiydevw,3,0,4126,train
fiyinnr,6,0,4127,train
fiyinnr,3,0,4128,train
fiyinnr,1,0,4129,train
fiyjxd8,6,0,4130,train
fiyjxd8,1,0,4131,train
fiyjxd8,3,0,4132,train
fiye1em,3,0,4133,train
fiye1em,6,0,4134,train
fiye1em,1,0,4135,train
fiyfv3b,1,0,4136,train
fiyfv3b,6,0,4137,train
fiyfv3b,3,0,4138,train
fiyin59,3,0,4139,train
fiyin59,6,0,4140,train
fiyin59,1,0,4141,train
fiyisag,6,0,4142,train
fiyisag,1,0,4143,train
fiyisag,3,0,4144,train
fiylfa6,3,0,4145,train
fiylfa6,1,0,4146,train
fiylfa6,6,0,4147,train
fiym76o,3,0,4148,train
fiym76o,6,0,4149,train
fiym76o,1,0,4150,train
eumkny,3,0,4151,train
eumkny,6,0,4152,train
eumkny,1,0,4153,train
ffrbfjt,6,0,4154,train
ffrbfjt,3,0,4155,train
ffrbfjt,1,0,4156,train
ffrxjwg,3,0,4157,train
ffrxjwg,6,0,4158,train
ffrxjwg,1,0,4159,train
ffsdy7v,3,0,4160,train
ffsdy7v,1,0,4161,train
ffsdy7v,6,0,4162,train
fb5ubj,6,0,4163,train
fb5ubj,1,0,4164,train
fb5ubj,3,0,4165,train
fj2p7i9,3,0,4166,test
fj2p7i9,6,0,4167,test
fj2p7i9,1,0,4168,test
fj2wq6q,3,1,4169,train
fj2wq6q,6,1,4170,train
fj2wq6q,1,1,4171,train
fj2yidq,3,1,4172,train
fj2yidq,6,1,4173,train
fj2yidq,1,1,4174,train
fj32wnv,6,0,4175,train
fj32wnv,3,0,4176,train
fj32wnv,1,0,4177,train
fj39z0r,1,1,4178,train
fj39z0r,6,0,4179,train
fj39z0r,3,0,4180,train
fj3xdt9,1,0,4184,train
fj3xdt9,6,0,4185,train
fj3xdt9,3,0,4186,train
fj2z9i8,1,0,4187,train
fj2z9i8,6,0,4188,train
fj2z9i8,3,0,4189,train
fj3cg3c,6,0,4190,train
fj3cg3c,3,1,4191,train
fj3cg3c,1,0,4192,train
fj3dpd2,6,0,4193,train
fj3dpd2,1,0,4194,train
fj3dpd2,3,0,4195,train
fj3xjfe,6,0,4196,train
fj3xjfe,1,0,4197,train
fj3xjfe,3,0,4198,train
fj45kbi,6,0,4199,test
fj45kbi,3,0,4200,test
fj45kbi,1,0,4201,test
fj3fap9,1,0,4202,train
fj3fap9,6,0,4203,train
fj3fap9,3,0,4204,train
fj4782f,3,0,4205,test
fj4782f,6,0,4206,test
fj4782f,1,0,4207,test
fbwvp5,2,0,4208,train
fbwvp5,4,0,4209,train
fbwvp5,5,0,4210,train
fj6xg2h,2,0,4211,train
fj6xg2h,5,0,4212,train
fj6xg2h,4,0,4213,train
fj6zw58,5,0,4214,train
fj6zw58,2,0,4215,train
fj6zw58,4,0,4216,train
fj76vo2,4,0,4217,train
fj76vo2,5,0,4218,train
fj76vo2,2,0,4219,train
