item_id,label,worker_id,annotation_id,split
acl19859,0,TrRF46JWfP,8193,test
acl19860,0,vDe7GN0NrL,8194,test
acl19864,0,eLGzdD8Tvb,8197,test
acl19866,0,eLGzdD8Tvb,8199,test
acl19874,0,LqLKTtrOmx,8206,test
acl19878,0,CAgNlUizNm,8210,test
acl19879,1,GNZuCtwed3,8211,test
acl19882,0,GNZuCtwed3,8214,test
acl19883,0,LqLKTtrOmx,8215,test
acl19884,0,TrRF46JWfP,8216,test
acl19886,0,GNZuCtwed3,8218,test
acl19890,0,TrRF46JWfP,8222,test
acl19891,0,CAgNlUizNm,8223,test
acl19895,0,eLGzdD8Tvb,8227,test
acl19902,0,eLGzdD8Tvb,8234,test
acl19903,0,GNZuCtwed3,8235,test
acl19911,0,GNZuCtwed3,8242,test
acl19914,1,TrRF46JWfP,8245,test
acl19915,0,vDe7GN0NrL,8246,test
acl19917,0,CAgNlUizNm,8248,test
acl19922,0,eLGzdD8Tvb,8253,test
acl19931,0,CAgNlUizNm,8262,test
acl19939,0,LqLKTtrOmx,8270,test
acl19942,0,TrRF46JWfP,8273,test
acl19943,0,TrRF46JWfP,8274,test
acl19946,0,vDe7GN0NrL,8277,test
acl19948,0,TbUBpfn6iP,8279,test
acl19951,0,eLGzdD8Tvb,8281,test
acl19952,0,eLGzdD8Tvb,8282,test
acl19953,0,QiOKkCi7F8,8283,test
acl19964,0,CAgNlUizNm,8293,test
acl19967,0,TrRF46JWfP,8296,test
acl19968,0,GNZuCtwed3,8297,test
acl19971,0,LqLKTtrOmx,8300,test
acl19972,0,eLGzdD8Tvb,8301,test
acl19974,0,GNZuCtwed3,8303,test
acl19978,1,LqLKTtrOmx,8307,test
acl19979,0,E3dsmnSPob,8308,test
acl19980,0,CAgNlUizNm,8309,test
acl19988,0,TbUBpfn6iP,8316,test
acl19993,0,LqLKTtrOmx,8321,test
acl19997,1,TrRF46JWfP,8325,test
acl20003,0,TrRF46JWfP,8331,test
acl20008,0,vDe7GN0NrL,8336,test
acl20009,0,TbUBpfn6iP,8337,test
acl20010,0,vDe7GN0NrL,8338,test
acl20014,0,CAgNlUizNm,8342,test
acl20019,0,eLGzdD8Tvb,8346,test
acl20022,0,eLGzdD8Tvb,8349,test
acl20028,0,CAgNlUizNm,8354,test
acl20031,0,TbUBpfn6iP,8357,test
acl20043,0,eLGzdD8Tvb,8368,test
acl20049,0,LqLKTtrOmx,8374,test
acl20062,0,LqLKTtrOmx,8387,test
acl20067,0,GNZuCtwed3,8390,test
acl20068,0,TrRF46JWfP,8391,test
acl20070,0,TrRF46JWfP,8393,test
acl20071,0,TrRF46JWfP,8394,test
acl20076,0,LqLKTtrOmx,8398,test
acl20079,0,TbUBpfn6iP,8401,test
acl20080,0,vDe7GN0NrL,8402,test
acl20081,0,TbUBpfn6iP,8403,test
acl20082,0,TbUBpfn6iP,8404,test
acl20086,0,LqLKTtrOmx,8408,test
acl20087,0,CAgNlUizNm,8409,test
acl20091,0,CAgNlUizNm,8413,test
acl20101,0,TrRF46JWfP,8421,test
acl20103,0,QiOKkCi7F8,8423,test
acl20105,0,GNZuCtwed3,8425,test
acl20109,0,CAgNlUizNm,8428,test
acl20110,0,TrRF46JWfP,8429,test
acl20113,0,TrRF46JWfP,8432,test
acl20114,0,TbUBpfn6iP,8433,test
acl20115,0,LqLKTtrOmx,8434,test
acl20117,0,GNZuCtwed3,8436,test
acl20120,0,eLGzdD8Tvb,8439,test
acl20121,0,vDe7GN0NrL,8440,test
acl20123,0,TbUBpfn6iP,8442,test
acl20126,0,eLGzdD8Tvb,8445,test
acl20128,0,LqLKTtrOmx,8447,test
acl20129,1,CAgNlUizNm,8448,test
acl20134,0,vDe7GN0NrL,8452,test
acl20136,0,TbUBpfn6iP,8454,test
acl20140,0,TrRF46JWfP,8458,test
acl20142,0,TrRF46JWfP,8460,test
acl20145,1,E3dsmnSPob,8463,test
acl20149,0,GNZuCtwed3,8467,test
acl20151,0,vDe7GN0NrL,8469,test
acl20153,0,LqLKTtrOmx,8471,test
acl20154,0,QiOKkCi7F8,8472,test
acl21157,0,vDe7GN0NrL,9419,train
acl21164,0,uISKeFTl5s,9426,train
acl21172,1,LqLKTtrOmx,9434,train
acl21184,0,vDe7GN0NrL,9444,train
acl21189,1,GNZuCtwed3,9448,train
acl21204,0,zUUAkSVCEa,9461,train
acl21220,0,oemYWm1Tjg,9476,train
acl21224,0,E3dsmnSPob,9480,train
acl21237,0,yjMQ90i6Rd,9493,train
acl21243,0,QiOKkCi7F8,9497,train
acl21250,0,CAgNlUizNm,9504,train
acl21252,0,CAgNlUizNm,9506,train
acl21268,0,TrRF46JWfP,9518,train
acl21279,0,eLGzdD8Tvb,9529,train
acl21288,0,oemYWm1Tjg,9538,train
acl21294,0,CAgNlUizNm,9544,train
acl21296,0,cYKSVBW4HD,9546,train
acl21298,0,LqLKTtrOmx,9548,train
acl21303,0,vDe7GN0NrL,9553,train
acl21309,0,eLGzdD8Tvb,9559,train
acl21329,0,eLGzdD8Tvb,9569,train
acl21338,0,LqLKTtrOmx,9576,train
acl21351,0,GNZuCtwed3,9585,train
acl21354,0,LqLKTtrOmx,9588,train
acl21360,0,E3dsmnSPob,9593,train
acl21368,0,GNZuCtwed3,9601,train
acl21377,0,QiOKkCi7F8,9610,train
acl21385,0,LqLKTtrOmx,9618,train
acl21390,0,TbUBpfn6iP,9620,train
acl21397,0,LqLKTtrOmx,9627,train
acl21401,0,vDe7GN0NrL,9631,train
acl21417,0,vDe7GN0NrL,9647,train
acl21422,0,uISKeFTl5s,9652,train
acl21423,0,TrRF46JWfP,9653,train
acl21434,1,eLGzdD8Tvb,9659,train
acl21438,0,GNZuCtwed3,9663,train
acl21443,0,oemYWm1Tjg,9667,train
acl21449,0,QiOKkCi7F8,9673,train
acl21452,0,LqLKTtrOmx,9676,train
acl21462,0,TbUBpfn6iP,9684,train
acl21470,0,GNZuCtwed3,9692,train
acl21480,0,TrRF46JWfP,9702,train
acl21482,0,vDe7GN0NrL,9704,train
acl21484,0,LqLKTtrOmx,9706,train
acl21492,0,oemYWm1Tjg,9711,train
acl21497,0,oemYWm1Tjg,9713,train
acl21499,0,GNZuCtwed3,9715,train
acl21500,0,yjMQ90i6Rd,9716,train
acl21506,0,vDe7GN0NrL,9718,train
acl21517,0,QiOKkCi7F8,9728,train
acl21536,0,TbUBpfn6iP,9742,train
acl21540,0,E3dsmnSPob,9746,train
acl21542,0,E3dsmnSPob,9748,train
acl21551,0,TbUBpfn6iP,9754,train
acl21556,0,TbUBpfn6iP,9759,train
acl21557,1,TbUBpfn6iP,9760,train
acl21588,0,GNZuCtwed3,9790,train
acl21591,0,E3dsmnSPob,9793,train
acl21592,1,TrRF46JWfP,9794,train
acl21607,0,yjMQ90i6Rd,9805,train
acl21610,0,TbUBpfn6iP,9808,train
acl21612,0,E3dsmnSPob,9810,train
acl21614,0,oemYWm1Tjg,9812,train
acl21619,1,GNZuCtwed3,9817,train
acl21625,1,GNZuCtwed3,9823,train
acl21627,0,QiOKkCi7F8,9825,train
acl21636,0,oemYWm1Tjg,9830,train
acl21649,0,CAgNlUizNm,9839,train
acl21651,1,GNZuCtwed3,9841,train
acl21652,0,E3dsmnSPob,9842,train
acl21658,1,GNZuCtwed3,9848,train
acl21660,0,uISKeFTl5s,9850,train
acl21669,0,LqLKTtrOmx,9858,train
acl21689,0,oemYWm1Tjg,9876,train
acl21690,0,LqLKTtrOmx,9877,train
acl21706,0,LqLKTtrOmx,9890,train
acl21723,0,LqLKTtrOmx,9905,train
acl21761,0,GNZuCtwed3,9942,train
acl21767,0,vDe7GN0NrL,9948,train
acl21775,0,eLGzdD8Tvb,9956,train
acl21776,0,GNZuCtwed3,9957,train
acl21790,0,LqLKTtrOmx,9971,train
acl21792,1,vDe7GN0NrL,9973,train
acl21800,0,LqLKTtrOmx,9980,train
acl21810,0,GNZuCtwed3,9990,train
acl21814,0,TrRF46JWfP,9992,train
acl21833,0,TbUBpfn6iP,10010,train
acl21841,0,Z42dvbYWzV,10018,train
acl21856,0,LqLKTtrOmx,10030,train
acl21860,1,eLGzdD8Tvb,10034,train
acl21873,0,LqLKTtrOmx,10047,train
acl21891,0,oemYWm1Tjg,10063,train
acl21899,0,TbUBpfn6iP,10071,train
acl21917,0,uISKeFTl5s,10089,train
acl21920,0,TrRF46JWfP,10092,train
acl21922,1,eLGzdD8Tvb,10094,train
acl21926,0,eLGzdD8Tvb,10098,train
acl21928,0,cYKSVBW4HD,10100,train
acl21941,0,E3dsmnSPob,10109,train
acl21943,0,LqLKTtrOmx,10111,train
acl21950,1,GNZuCtwed3,10118,train
acl21961,0,vDe7GN0NrL,10129,train
acl21966,1,vDe7GN0NrL,10134,train
acl21969,0,QiOKkCi7F8,10137,train
acl21971,0,E3dsmnSPob,10139,train
acl21974,0,GNZuCtwed3,10141,train
acl21985,0,eLGzdD8Tvb,10150,train
acl22001,0,vDe7GN0NrL,10166,train
acl22011,0,LqLKTtrOmx,10174,train
acl22013,0,TbUBpfn6iP,10176,train
acl22015,0,Z42dvbYWzV,10178,train
acl22021,0,eLGzdD8Tvb,10184,train
acl22024,0,eLGzdD8Tvb,10185,train
acl22036,0,LqLKTtrOmx,10193,train
acl22037,0,E3dsmnSPob,10194,train
acl22042,0,eLGzdD8Tvb,10199,train
acl22048,0,LqLKTtrOmx,10205,train
acl22055,0,GNZuCtwed3,10212,train
acl22057,0,E3dsmnSPob,10214,train
acl22066,0,CAgNlUizNm,10221,train
acl22072,0,LqLKTtrOmx,10227,train
acl22080,0,yjMQ90i6Rd,10233,train
acl22081,1,CAgNlUizNm,10234,train
acl22087,0,TbUBpfn6iP,10240,train
acl22093,0,E3dsmnSPob,10244,train
acl22100,0,QiOKkCi7F8,10249,train
acl22107,0,QiOKkCi7F8,10254,train
acl22117,0,TrRF46JWfP,10264,train
acl22123,1,oemYWm1Tjg,10270,train
acl22127,0,uISKeFTl5s,10274,train
acl22147,0,E3dsmnSPob,10291,train
acl22153,1,oemYWm1Tjg,10297,train
acl22168,0,TrRF46JWfP,10312,train
acl22188,0,yjMQ90i6Rd,10328,train
acl22240,0,vDe7GN0NrL,10371,train
acl22243,0,QiOKkCi7F8,10374,train
acl22260,0,E3dsmnSPob,10384,train
acl22262,0,vDe7GN0NrL,10386,train
acl22274,0,vDe7GN0NrL,10398,train
acl22288,0,vDe7GN0NrL,10412,train
acl22292,0,vDe7GN0NrL,10414,train
acl22305,0,vDe7GN0NrL,10427,train
acl22313,0,oemYWm1Tjg,10433,train
acl22318,0,vDe7GN0NrL,10438,train
acl22320,0,vDe7GN0NrL,10440,train
acl22330,0,vDe7GN0NrL,10449,train
acl22341,0,CAgNlUizNm,10460,train
acl22364,1,E3dsmnSPob,10477,train
acl22366,0,oemYWm1Tjg,10479,train
acl22381,1,eLGzdD8Tvb,10490,train
acl22390,0,oemYWm1Tjg,10499,train
acl22403,0,oemYWm1Tjg,10507,train
acl22409,1,uISKeFTl5s,10510,train
acl22410,0,eLGzdD8Tvb,10511,train
acl22424,0,CAgNlUizNm,10521,train
acl22427,0,GNZuCtwed3,10524,train
acl22438,0,eLGzdD8Tvb,10532,train
acl22440,0,uISKeFTl5s,10534,train
acl22447,0,TrRF46JWfP,10539,train
acl22450,0,E3dsmnSPob,10542,train
acl22453,0,gbEGjSAk6r,10545,train
acl22472,0,eLGzdD8Tvb,10560,train
acl22490,0,cYKSVBW4HD,10571,train
acl22494,0,oemYWm1Tjg,10573,train
acl22503,0,eLGzdD8Tvb,10580,train
acl22509,0,CAgNlUizNm,10586,train
acl22513,0,TbUBpfn6iP,10590,train
acl22530,0,TbUBpfn6iP,10604,train
acl22536,0,uISKeFTl5s,10606,train
acl22538,0,QiOKkCi7F8,10608,train
acl22544,0,GNZuCtwed3,10611,train
acl22562,0,vDe7GN0NrL,10618,train
acl22580,1,CAgNlUizNm,10631,train
acl22602,0,oemYWm1Tjg,10649,train
acl22617,0,oemYWm1Tjg,10664,train
acl22623,0,vDe7GN0NrL,10670,train
acl22625,0,TrRF46JWfP,10672,train
acl22634,0,oemYWm1Tjg,10679,train
acl22643,1,eLGzdD8Tvb,10686,train
acl22646,0,Z42dvbYWzV,10689,train
acl22654,0,QiOKkCi7F8,10697,train
acl22678,0,CAgNlUizNm,10716,train
acl22707,0,QiOKkCi7F8,10736,train
acl22719,0,QiOKkCi7F8,10748,train
acl22743,0,CAgNlUizNm,10770,train
acl22750,0,vDe7GN0NrL,10777,train
acl22755,0,GNZuCtwed3,10782,train
acl22772,0,eLGzdD8Tvb,10799,train
acl22783,0,gbEGjSAk6r,10807,train
acl22805,0,gbEGjSAk6r,10829,train
acl22807,0,vDe7GN0NrL,10831,train
acl22816,0,eLGzdD8Tvb,10838,train
acl22820,0,LqLKTtrOmx,10842,train
acl22824,0,oemYWm1Tjg,10846,train
acl22835,1,vDe7GN0NrL,10856,train
acl22837,0,TrRF46JWfP,10858,train
acl22844,0,vDe7GN0NrL,10863,train
acl22860,0,TbUBpfn6iP,10877,train
acl22869,0,LqLKTtrOmx,10886,train
acl22890,0,LqLKTtrOmx,10906,train
acl22891,0,yjMQ90i6Rd,10907,train
acl22913,0,yjMQ90i6Rd,10927,train
acl22919,0,GNZuCtwed3,10931,train
acl22922,0,eLGzdD8Tvb,10934,train
acl22927,0,GNZuCtwed3,10939,train
acl22930,0,LqLKTtrOmx,10942,train
acl22943,0,eLGzdD8Tvb,10951,train
acl22945,0,CAgNlUizNm,10953,train
acl22954,0,E3dsmnSPob,10960,train
acl22959,0,GNZuCtwed3,10965,train
acl22972,0,GNZuCtwed3,10976,train
acl22986,0,LqLKTtrOmx,10987,train
acl22989,0,uISKeFTl5s,10990,train
acl23004,0,E3dsmnSPob,11005,train
acl23011,0,LqLKTtrOmx,11012,train
acl23027,0,QiOKkCi7F8,11028,train
acl23030,0,LqLKTtrOmx,11031,train
acl23031,0,LqLKTtrOmx,11032,train
acl23037,0,TrRF46JWfP,11034,train
acl23039,0,TrRF46JWfP,11036,train
acl23044,0,TrRF46JWfP,11039,train
acl23056,0,TrRF46JWfP,11049,train
acl23058,1,CAgNlUizNm,11051,train
acl23069,0,E3dsmnSPob,11054,train
acl23085,0,yjMQ90i6Rd,11068,train
acl23093,0,Z42dvbYWzV,11074,train
acl23095,0,oemYWm1Tjg,11076,train
acl23102,0,QiOKkCi7F8,11080,train
acl23113,0,oemYWm1Tjg,11090,train
acl23115,0,oemYWm1Tjg,11092,train
acl23117,0,oemYWm1Tjg,11094,train
acl23118,0,oemYWm1Tjg,11095,train
acl23119,1,gbEGjSAk6r,11096,train
acl23129,0,GNZuCtwed3,11106,train
acl23139,0,LqLKTtrOmx,11114,train
acl23142,0,Z42dvbYWzV,11117,train
acl23158,0,GNZuCtwed3,11131,train
acl23161,0,oemYWm1Tjg,11134,train
acl23162,0,vDe7GN0NrL,11135,train
acl23168,0,TrRF46JWfP,11141,train
acl23173,0,LqLKTtrOmx,11146,train
acl23188,0,cYKSVBW4HD,11159,train
acl23195,0,TrRF46JWfP,11164,train
acl23197,0,GNZuCtwed3,11166,train
acl23211,0,oemYWm1Tjg,11178,train
acl23224,0,yjMQ90i6Rd,11188,train
acl23225,0,vDe7GN0NrL,11189,train
acl23230,0,TrRF46JWfP,11192,train
acl23234,0,E3dsmnSPob,11196,train
acl23250,0,E3dsmnSPob,11211,train
acl23251,1,CAgNlUizNm,11212,train
acl23254,0,CAgNlUizNm,11215,train
acl23257,0,uISKeFTl5s,11218,train
acl23274,0,GNZuCtwed3,11232,train
acl23276,0,Z42dvbYWzV,11234,train
acl23284,0,TbUBpfn6iP,11242,train
acl23291,0,GNZuCtwed3,11249,train
acl23315,0,vDe7GN0NrL,11271,train
acl23328,0,TrRF46JWfP,11282,train
acl23334,0,TrRF46JWfP,11285,train
acl23348,0,TrRF46JWfP,11296,train
acl23362,0,CAgNlUizNm,11306,train
acl23364,0,TbUBpfn6iP,11308,train
acl23369,0,TbUBpfn6iP,11313,train
acl23374,0,uISKeFTl5s,11318,train
acl23383,0,GNZuCtwed3,11327,train
acl23392,0,QiOKkCi7F8,11336,train
acl23393,0,eLGzdD8Tvb,11337,train
acl23405,0,eLGzdD8Tvb,11348,train
acl23417,0,GNZuCtwed3,11360,train
acl23419,0,CAgNlUizNm,11362,train
acl23430,0,vDe7GN0NrL,11371,train
acl23433,0,oemYWm1Tjg,11374,train
acl23439,0,zUUAkSVCEa,11380,train
acl23448,0,oemYWm1Tjg,11389,train
acl23453,0,vDe7GN0NrL,11394,train
acl23455,0,gbEGjSAk6r,11396,train
acl23467,0,QiOKkCi7F8,11406,train
acl23470,0,LqLKTtrOmx,11409,train
acl23480,0,E3dsmnSPob,11419,train
acl23487,0,vDe7GN0NrL,11426,train
acl23488,0,CAgNlUizNm,11427,train
acl23490,0,eLGzdD8Tvb,11429,train
acl23501,0,oemYWm1Tjg,11440,train
acl23504,0,eLGzdD8Tvb,11441,train
acl23512,0,TrRF46JWfP,11449,train
acl23514,0,vDe7GN0NrL,11451,train
acl23524,0,TrRF46JWfP,11459,train
acl23537,0,TrRF46JWfP,11471,train
acl23545,0,eLGzdD8Tvb,11479,train
acl23546,0,eLGzdD8Tvb,11480,train
acl23552,0,eLGzdD8Tvb,11484,train
acl23560,0,TrRF46JWfP,11491,train
acl23566,0,QiOKkCi7F8,11494,train
acl23570,0,GNZuCtwed3,11498,train
acl23577,0,TrRF46JWfP,11505,train
acl23593,0,TrRF46JWfP,11519,train
acl23597,0,yjMQ90i6Rd,11521,train
acl23598,0,TrRF46JWfP,11522,train
acl23612,0,eLGzdD8Tvb,11534,train
acl23618,0,TbUBpfn6iP,11538,train
acl23631,0,eLGzdD8Tvb,11551,train
acl23636,0,oemYWm1Tjg,11556,train
acl23638,0,E3dsmnSPob,11558,train
acl23640,0,TbUBpfn6iP,11560,train
acl23644,0,GNZuCtwed3,11564,train
acl23646,0,E3dsmnSPob,11566,train
acl23654,0,TrRF46JWfP,11571,train
acl23655,0,E3dsmnSPob,11572,train
acl23673,0,TrRF46JWfP,11586,train
acl23681,0,TrRF46JWfP,11594,train
acl23684,0,CAgNlUizNm,11597,train
acl23685,0,TrRF46JWfP,11598,train
acl23698,0,E3dsmnSPob,11609,train
acl23706,0,yjMQ90i6Rd,11616,train
acl23711,0,vDe7GN0NrL,11621,train
acl23722,0,CAgNlUizNm,11632,train
acl23725,0,GNZuCtwed3,11635,train
acl23726,0,vDe7GN0NrL,11636,train
acl23730,0,eLGzdD8Tvb,11640,train
acl23747,0,eLGzdD8Tvb,11650,train
acl23765,1,E3dsmnSPob,11664,train
acl23771,0,eLGzdD8Tvb,11670,train
acl23775,0,yjMQ90i6Rd,11674,train
acl23786,0,GNZuCtwed3,11685,train
acl23798,0,vDe7GN0NrL,11697,train
acl23800,0,vDe7GN0NrL,11699,train
acl23804,0,vDe7GN0NrL,11701,train
acl23808,0,GNZuCtwed3,11703,train
acl23816,0,yjMQ90i6Rd,11711,train
acl23855,0,GNZuCtwed3,11749,train
acl23868,0,TbUBpfn6iP,11762,train
acl23885,0,CAgNlUizNm,11777,train
acl23887,0,vDe7GN0NrL,11779,train
acl23890,0,vDe7GN0NrL,11782,train
acl23895,0,TrRF46JWfP,11786,train
acl23902,0,LqLKTtrOmx,11793,train
acl23907,0,eLGzdD8Tvb,11798,train
acl23914,0,TrRF46JWfP,11805,train
acl23922,0,LqLKTtrOmx,11812,train
acl23926,0,GNZuCtwed3,11816,train
acl23929,0,LqLKTtrOmx,11819,train
acl23934,0,TrRF46JWfP,11824,train
acl23948,0,GNZuCtwed3,11838,train
acl23951,0,GNZuCtwed3,11841,train
acl23960,0,zUUAkSVCEa,11850,train
acl23979,1,eLGzdD8Tvb,11864,train
acl23980,0,uISKeFTl5s,11865,train
acl23982,0,eLGzdD8Tvb,11867,train
acl23986,0,gbEGjSAk6r,11871,train
acl24002,0,LqLKTtrOmx,11883,train
acl24012,0,QiOKkCi7F8,11891,train
acl24013,0,LqLKTtrOmx,11892,train
acl24028,0,GNZuCtwed3,11900,train
acl24029,0,eLGzdD8Tvb,11901,train
acl24036,0,QiOKkCi7F8,11908,train
acl24039,0,TbUBpfn6iP,11911,train
acl24040,0,TbUBpfn6iP,11912,train
acl24049,0,GNZuCtwed3,11918,train
acl24070,0,LqLKTtrOmx,11937,train
acl24073,0,LqLKTtrOmx,11939,train
acl24090,0,TbUBpfn6iP,11955,train
acl24101,0,oemYWm1Tjg,11966,train
acl24103,0,oemYWm1Tjg,11968,train
acl24108,0,LqLKTtrOmx,11973,train
acl24109,0,LqLKTtrOmx,11974,train
acl24111,0,LqLKTtrOmx,11976,train
acl24114,0,LqLKTtrOmx,11979,train
acl24115,0,oemYWm1Tjg,11980,train
acl24123,0,oemYWm1Tjg,11988,train
acl24147,0,yjMQ90i6Rd,12011,train
acl24148,0,LqLKTtrOmx,12012,train
acl24154,1,CAgNlUizNm,12016,train
acl24155,0,QiOKkCi7F8,12017,train
acl24158,0,CAgNlUizNm,12020,train
acl24164,0,CAgNlUizNm,12026,train
acl24170,0,CAgNlUizNm,12032,train
acl24172,0,CAgNlUizNm,12034,train
acl24178,0,CAgNlUizNm,12040,train
acl24183,0,CAgNlUizNm,12043,train
acl24185,0,CAgNlUizNm,12045,train
acl24202,0,TrRF46JWfP,12058,train
acl24204,0,oemYWm1Tjg,12060,train
acl24206,0,oemYWm1Tjg,12062,train
acl24208,0,CAgNlUizNm,12064,train
acl24210,0,TbUBpfn6iP,12066,train
acl24225,0,LqLKTtrOmx,12081,train
acl24228,0,vDe7GN0NrL,12084,train
acl24231,0,vDe7GN0NrL,12087,train
acl24232,0,oemYWm1Tjg,12088,train
acl24238,0,GNZuCtwed3,12093,train
acl24239,0,oemYWm1Tjg,12094,train
acl24244,0,oemYWm1Tjg,12099,train
acl24250,0,oemYWm1Tjg,12105,train
acl24258,0,oemYWm1Tjg,12113,train
acl24263,1,vDe7GN0NrL,12118,train
acl24266,0,oemYWm1Tjg,12121,train
acl24268,0,oemYWm1Tjg,12123,train
acl24271,0,oemYWm1Tjg,12126,train
acl24288,0,oemYWm1Tjg,12141,train
acl24290,0,oemYWm1Tjg,12143,train
acl24294,0,E3dsmnSPob,12147,train
acl24307,0,yjMQ90i6Rd,12157,train
acl24314,0,TbUBpfn6iP,12162,train
acl24316,0,CAgNlUizNm,12164,train
acl24322,0,QiOKkCi7F8,12170,train
acl24335,0,Z42dvbYWzV,12183,train
acl24341,0,yjMQ90i6Rd,12187,train
acl24347,0,CAgNlUizNm,12190,train
acl24359,0,CAgNlUizNm,12200,train
acl24362,0,CAgNlUizNm,12203,train
acl24364,0,CAgNlUizNm,12205,train
acl24366,0,CAgNlUizNm,12207,train
acl24372,0,CAgNlUizNm,12213,train
acl24376,0,CAgNlUizNm,12217,train
acl24381,0,LqLKTtrOmx,12222,train
acl24384,0,LqLKTtrOmx,12225,train
acl24388,0,zUUAkSVCEa,12229,train
acl24393,0,CAgNlUizNm,12234,train
acl24400,0,vDe7GN0NrL,12241,train
acl24409,0,CAgNlUizNm,12246,train
acl24413,0,CAgNlUizNm,12250,train
acl24416,0,CAgNlUizNm,12253,train
acl24423,0,CAgNlUizNm,12260,train
acl24429,1,CAgNlUizNm,12264,train
acl24432,0,eLGzdD8Tvb,12267,train
acl24435,0,oemYWm1Tjg,12270,train
acl24437,0,oemYWm1Tjg,12272,train
acl24439,0,TrRF46JWfP,12274,train
acl24458,0,TbUBpfn6iP,12288,train
acl24461,0,TrRF46JWfP,12291,train
acl24462,1,GNZuCtwed3,12292,train
acl24463,0,TrRF46JWfP,12293,train
acl24472,0,CAgNlUizNm,12301,train
acl24476,0,eLGzdD8Tvb,12305,train
acl24485,0,GNZuCtwed3,12314,train
acl24489,0,GNZuCtwed3,12318,train
acl24494,0,GNZuCtwed3,12321,train
acl24502,0,TrRF46JWfP,12327,train
acl24509,0,GNZuCtwed3,12334,train
acl24510,0,GNZuCtwed3,12335,train
acl24518,0,yjMQ90i6Rd,12341,train
acl24529,0,eLGzdD8Tvb,12350,train
acl24550,0,TrRF46JWfP,12367,train
acl24555,0,gbEGjSAk6r,12372,train
acl24558,0,GNZuCtwed3,12373,train
acl24560,0,TrRF46JWfP,12375,train
acl24575,0,GNZuCtwed3,12390,train
acl24582,0,GNZuCtwed3,12397,train
acl24592,1,LqLKTtrOmx,12407,train
acl24593,0,GNZuCtwed3,12408,train
acl24606,0,Z42dvbYWzV,12419,train
acl24609,0,cYKSVBW4HD,12422,train
acl24611,0,vDe7GN0NrL,12424,train
acl24613,0,yjMQ90i6Rd,12426,train
acl24626,0,vDe7GN0NrL,12435,train
acl24629,1,E3dsmnSPob,12438,train
acl24642,0,TrRF46JWfP,12449,train
acl24647,0,GNZuCtwed3,12454,train
acl24657,0,uISKeFTl5s,12464,train
acl24663,0,eLGzdD8Tvb,12468,train
acl24670,0,eLGzdD8Tvb,12474,train
acl24672,0,eLGzdD8Tvb,12476,train
acl24685,0,TrRF46JWfP,12487,train
acl24696,0,GNZuCtwed3,12496,train
acl24701,0,GNZuCtwed3,12501,train
acl24709,0,eLGzdD8Tvb,12509,train
acl24712,0,oemYWm1Tjg,12512,train
acl24720,0,QiOKkCi7F8,12520,train
acl24721,0,uISKeFTl5s,12521,train
acl24730,0,GNZuCtwed3,12530,train
acl24738,0,yjMQ90i6Rd,12534,train
acl24756,0,E3dsmnSPob,12551,train
acl24758,0,E3dsmnSPob,12553,train
acl24769,0,TrRF46JWfP,12562,train
acl24779,0,oemYWm1Tjg,12567,train
acl24815,0,TbUBpfn6iP,12603,train
acl24821,1,TbUBpfn6iP,12609,train
acl24825,0,GNZuCtwed3,12613,train
acl24836,0,vDe7GN0NrL,12624,train
acl24847,0,vDe7GN0NrL,12634,train
acl24852,0,GNZuCtwed3,12639,train
acl24855,0,GNZuCtwed3,12642,train
acl24865,0,GNZuCtwed3,12652,train
acl24874,0,GNZuCtwed3,12659,train
acl24877,0,QiOKkCi7F8,12662,train
acl24894,0,Z42dvbYWzV,12677,train
acl24896,1,Z42dvbYWzV,12679,train
acl24920,0,eLGzdD8Tvb,12703,train
acl24922,0,CAgNlUizNm,12705,train
acl24925,0,vDe7GN0NrL,12708,train
acl24927,0,QiOKkCi7F8,12710,train
acl24929,0,TbUBpfn6iP,12712,train
acl24936,0,yjMQ90i6Rd,12719,train
acl24937,0,TrRF46JWfP,12720,train
acl24951,0,E3dsmnSPob,12732,train
acl24960,0,eLGzdD8Tvb,12741,train
acl24971,0,GNZuCtwed3,12752,train
acl24972,0,GNZuCtwed3,12753,train
acl24977,0,TrRF46JWfP,12758,train
acl24978,0,GNZuCtwed3,12759,train
acl24981,0,GNZuCtwed3,12762,train
acl24983,0,GNZuCtwed3,12764,train
acl24991,0,TrRF46JWfP,12772,train
acl24993,0,CAgNlUizNm,12774,train
acl25001,0,GNZuCtwed3,12780,train
acl25006,0,GNZuCtwed3,12785,train
acl25022,0,TbUBpfn6iP,12797,train
acl25026,0,TbUBpfn6iP,12801,train
acl25028,0,TbUBpfn6iP,12803,train
acl25034,0,GNZuCtwed3,12809,train
acl25040,0,GNZuCtwed3,12815,train
acl25051,0,TbUBpfn6iP,12826,train
acl25066,0,TrRF46JWfP,12841,train
acl25076,0,TbUBpfn6iP,12848,train
acl25090,0,TbUBpfn6iP,12862,train
acl25094,0,TbUBpfn6iP,12866,train
acl25111,0,TbUBpfn6iP,12881,train
acl25150,0,CAgNlUizNm,12912,train
acl25158,0,oemYWm1Tjg,12920,train
acl25160,0,yjMQ90i6Rd,12922,train
acl25164,0,GNZuCtwed3,12926,train
acl25186,0,GNZuCtwed3,12944,train
acl25215,0,yjMQ90i6Rd,12965,train
acl25226,0,GNZuCtwed3,12974,train
